season,league,matchday,date,kickoff,home,away,home_goals,away_goals,result,stadium
2025,J3,第１２節第１日,2025-05-06,18:03,琉球,鹿児島,1,2,A,沖縄県陸
2025,J3,第１２節第１日,2025-05-06,19:03,岐阜,沼津,3,2,H,長良川
2025,J1,第１５節第２日,2025-05-07,19:03,湘南,広島,0,1,A,レモンＳ
2025,J1,第１５節第２日,2025-05-07,19:03,町田,京都,1,2,A,Ｇスタ
2025,J3,第１２節第２日,2025-05-07,19:03,FC大阪,松本,1,0,H,花園
2025,J1,第１６節第１日,2025-05-10,14:03,横浜FC,福岡,1,0,H,ニッパツ
2025,J2,第１５節第１日,2025-05-10,14:03,大宮,仙台,3,0,H,ＮＡＣＫ
2025,J1,第１６節第１日,2025-05-10,15:03,FC東京,神戸,1,0,H,味スタ
2025,J1,第１６節第１日,2025-05-10,16:03,柏,岡山,2,0,H,三協Ｆ柏
2025,J2,第１５節第２日,2025-05-11,13:03,いわき,札幌,1,1,D,ハワスタ
2025,J2,第１５節第２日,2025-05-11,13:03,磐田,藤枝,1,0,H,ヤマハ
2025,J1,第１６節第２日,2025-05-11,13:08,清水,町田,2,2,D,アイスタ
2025,J1,第１６節第２日,2025-05-11,13:10,鹿島,川崎Ｆ,2,1,H,国立
2025,J1,第１６節第２日,2025-05-11,14:03,京都,名古屋,1,1,D,サンガＳ
2025,J2,第１５節第２日,2025-05-11,14:03,今治,千葉,0,1,A,アシさと
2025,J2,第１５節第２日,2025-05-11,14:03,徳島,山口,2,0,H,鳴門大塚
2025,J2,第１５節第２日,2025-05-11,14:03,長崎,山形,1,1,D,ピースタ
2025,J2,第１５節第２日,2025-05-11,14:03,鳥栖,甲府,0,0,D,駅スタ
2025,J2,第１５節第２日,2025-05-11,14:03,水戸,秋田,2,1,H,Ｋｓスタ
2025,J1,第１６節第２日,2025-05-11,14:08,新潟,浦和,1,1,D,デンカＳ
2025,J2,第１５節第２日,2025-05-11,14:08,富山,大分,1,1,D,富山
2025,J1,第１６節第２日,2025-05-11,15:03,東京Ｖ,湘南,0,2,A,味スタ
2025,J1,第１６節第２日,2025-05-11,15:03,Ｇ大阪,広島,0,1,A,パナスタ
2025,J1,第１６節第２日,2025-05-11,15:03,Ｃ大阪,横浜FM,1,0,H,ヨドコウ
2025,J2,第１５節第２日,2025-05-11,15:03,熊本,愛媛,2,2,D,えがおＳ
2025,J1,第１４節第２日,2025-05-14,19:03,川崎Ｆ,横浜FC,2,1,H,Ｕ等々力
2025,J1,第１４節第２日,2025-05-14,19:03,横浜FM,柏,0,2,A,日産ス
2025,J3,第５節第４日,2025-05-14,19:03,松本,長野,2,2,D,サンアル
2025,J2,第１６節第１日,2025-05-17,13:34,甲府,今治,1,0,H,ＪＩＴス
2025,J1,第１７節第１日,2025-05-17,14:03,広島,東京Ｖ,2,1,H,Ｅピース
2025,J1,第１７節第１日,2025-05-17,14:03,神戸,Ｇ大阪,3,2,H,ノエスタ
2025,J1,第１７節第１日,2025-05-17,14:03,横浜FM,京都,0,3,A,日産ス
2025,J2,第１６節第１日,2025-05-17,14:03,磐田,いわき,2,0,H,ヤマハ
2025,J2,第１６節第１日,2025-05-17,14:03,水戸,熊本,2,1,H,Ｋｓスタ
2025,J2,第１６節第１日,2025-05-17,14:03,札幌,富山,2,1,H,プレド
2025,J2,第１６節第１日,2025-05-17,14:03,千葉,仙台,0,0,D,フクアリ
2025,J2,第１６節第１日,2025-05-17,14:03,秋田,鳥栖,1,2,A,ソユスタ
2025,J2,第１６節第１日,2025-05-17,14:03,藤枝,大宮,0,1,A,藤枝サ
2025,J3,第１３節第１日,2025-05-17,14:03,栃木Ｃ,岐阜,1,0,H,ＣＦＳ
2025,J3,第１３節第１日,2025-05-17,14:03,鹿児島,福島,5,0,H,白波スタ
2025,J3,第１３節第１日,2025-05-17,14:03,群馬,高知,2,2,D,正田スタ
2025,J3,第１３節第１日,2025-05-17,14:03,奈良,栃木SC,0,0,D,ロートＦ
2025,J3,第１３節第１日,2025-05-17,14:03,宮崎,金沢,1,1,D,いちご
2025,J1,第１７節第１日,2025-05-17,14:04,町田,柏,3,0,H,Ｇスタ
2025,J1,第１７節第１日,2025-05-17,14:35,福岡,名古屋,1,1,D,ベススタ
2025,J1,第１７節第１日,2025-05-17,15:03,湘南,横浜FC,0,1,A,レモンＳ
2025,J1,第１７節第１日,2025-05-17,15:04,鹿島,清水,1,0,H,カシマ
2025,J1,第１７節第１日,2025-05-17,16:03,浦和,FC東京,3,2,H,埼玉
2025,J3,第１３節第１日,2025-05-17,19:03,琉球,北九州,0,1,A,沖縄県陸
2025,J3,第１３節第２日,2025-05-18,13:03,松本,鳥取,1,0,H,サンアル
2025,J2,第１６節第２日,2025-05-18,14:03,山口,山形,1,0,H,ＳＶ下関
2025,J2,第１６節第２日,2025-05-18,14:03,大分,長崎,1,2,A,クラド
2025,J3,第１３節第２日,2025-05-18,14:03,讃岐,八戸,2,1,H,ピカスタ
2025,J3,第１３節第２日,2025-05-18,14:03,相模原,FC大阪,1,2,A,ギオンス
2025,J3,第１３節第２日,2025-05-18,14:04,沼津,長野,0,0,D,愛鷹
2025,J1,第１７節第２日,2025-05-18,15:03,川崎Ｆ,Ｃ大阪,2,0,H,Ｕ等々力
2025,J1,第１７節第２日,2025-05-18,15:04,岡山,新潟,2,1,H,ＪＦＥス
2025,J2,第１６節第２日,2025-05-18,18:03,愛媛,徳島,0,2,A,ニンスタ
2025,J1,第１３節第２日,2025-05-21,19:03,川崎Ｆ,浦和,2,2,D,Ｕ等々力
2025,J1,第１３節第２日,2025-05-21,19:03,横浜FM,神戸,1,2,A,日産ス
2025,J1,第１８節第１日,2025-05-24,15:03,Ｃ大阪,福岡,2,0,H,ヨドコウ
2025,J1,第１８節第１日,2025-05-24,17:33,名古屋,浦和,2,1,H,豊田ス
2025,J1,第１８節第２日,2025-05-25,13:03,岡山,町田,2,2,D,ＪＦＥス
2025,J2,第１７節第１日,2025-05-25,13:03,いわき,仙台,1,2,A,ハワスタ
2025,J1,第１８節第２日,2025-05-25,14:03,新潟,湘南,2,1,H,デンカＳ
2025,J1,第１８節第２日,2025-05-25,14:03,清水,神戸,3,2,H,アイスタ
2025,J1,第１８節第２日,2025-05-25,14:03,横浜FM,鹿島,3,1,H,日産ス
2025,J1,第１８節第２日,2025-05-25,14:03,横浜FC,柏,1,1,D,ニッパツ
2025,J2,第１７節第１日,2025-05-25,14:03,山口,藤枝,0,0,D,みらスタ
2025,J2,第１７節第１日,2025-05-25,14:03,山形,甲府,0,4,A,ＮＤスタ
2025,J2,第１７節第１日,2025-05-25,14:03,長崎,千葉,1,0,H,ピースタ
2025,J2,第１７節第１日,2025-05-25,14:03,鳥栖,札幌,2,1,H,駅スタ
2025,J2,第１７節第１日,2025-05-25,14:04,徳島,磐田,1,1,D,鳴門大塚
2025,J1,第１８節第２日,2025-05-25,15:03,東京Ｖ,京都,1,0,H,味スタ
2025,J1,第１８節第２日,2025-05-25,15:04,FC東京,広島,0,3,A,国立
2025,J1,第１８節第２日,2025-05-25,16:03,川崎Ｆ,Ｇ大阪,2,2,D,Ｕ等々力
2025,J2,第１７節第１日,2025-05-25,16:03,熊本,秋田,1,2,A,えがおＳ
2025,J1,第２２節第１日,2025-05-28,19:33,浦和,Ｃ大阪,0,0,D,埼玉
2025,J1,第１９節第１日,2025-05-31,14:03,名古屋,新潟,3,0,H,豊田ス
2025,J1,第１９節第１日,2025-05-31,14:03,町田,横浜FM,0,3,A,Ｇスタ
2025,J2,第１８節第１日,2025-05-31,14:03,大宮,磐田,2,2,D,ＮＡＣＫ
2025,J2,第１８節第１日,2025-05-31,14:03,仙台,札幌,1,1,D,Ｑスタ
2025,J2,第１８節第１日,2025-05-31,14:03,千葉,山口,0,0,D,フクアリ
2025,J2,第１８節第１日,2025-05-31,14:03,秋田,富山,2,2,D,ソユスタ
2025,J2,第１８節第１日,2025-05-31,14:03,鳥栖,愛媛,2,2,D,駅スタ
2025,J2,第１８節第１日,2025-05-31,14:03,水戸,長崎,3,0,H,Ｋｓスタ
2025,J2,第１８節第１日,2025-05-31,14:03,藤枝,山形,2,1,H,藤枝サ
2025,J3,第１４節第１日,2025-05-31,14:03,鳥取,栃木Ｃ,1,0,H,Ａｘｉｓ
2025,J3,第１４節第１日,2025-05-31,14:03,北九州,宮崎,1,1,D,ミクスタ
2025,J3,第１４節第１日,2025-05-31,14:03,群馬,沼津,0,0,D,正田スタ
2025,J3,第１４節第１日,2025-05-31,14:03,長野,奈良,1,0,H,長野Ｕ
2025,J3,第１４節第１日,2025-05-31,14:03,FC大阪,鹿児島,3,0,H,花園
2025,J1,第１９節第１日,2025-05-31,14:04,福岡,東京Ｖ,0,0,D,ベススタ
2025,J1,第１９節第１日,2025-05-31,16:03,柏,神戸,1,3,A,三協Ｆ柏
2025,J1,第１９節第１日,2025-05-31,17:33,広島,川崎Ｆ,1,2,A,Ｅピース
2025,J1,第１９節第１日,2025-05-31,18:03,Ｇ大阪,鹿島,0,1,A,パナスタ
2025,J2,第１８節第１日,2025-05-31,18:10,今治,徳島,0,1,A,アシさと
2025,J1,第１９節第１日,2025-05-31,19:03,京都,FC東京,3,0,H,サンガＳ
2025,J2,第１８節第１日,2025-05-31,19:03,大分,甲府,2,1,H,クラド
2025,J3,第１４節第１日,2025-05-31,19:03,栃木SC,讃岐,1,0,H,カンセキ
2025,J2,第１８節第２日,2025-06-01,14:03,いわき,熊本,5,1,H,ハワスタ
2025,J3,第１４節第２日,2025-06-01,14:03,八戸,松本,2,0,H,プラスタ
2025,J3,第１４節第２日,2025-06-01,14:03,金沢,琉球,1,2,A,ゴースタ
2025,J3,第１４節第２日,2025-06-01,14:03,福島,相模原,3,3,D,あいづ
2025,J1,第１９節第２日,2025-06-01,15:03,Ｃ大阪,清水,4,2,H,ヨドコウ
2025,J1,第１９節第２日,2025-06-01,15:03,湘南,岡山,1,1,D,レモンＳ
2025,J1,第１９節第２日,2025-06-01,16:04,浦和,横浜FC,2,1,H,埼玉
2025,J3,第１４節第２日,2025-06-01,19:03,岐阜,高知,1,1,D,長良川
2025,J3,第１５節第１日,2025-06-07,14:03,讃岐,FC大阪,0,3,A,レクザム
2025,J3,第１５節第１日,2025-06-07,14:03,松本,福島,1,2,A,サンアル
2025,J2,第１７節第２日,2025-06-07,18:03,今治,大分,1,1,D,アシさと
2025,J3,第１５節第１日,2025-06-07,18:03,鹿児島,岐阜,3,2,H,白波スタ
2025,J3,第１５節第１日,2025-06-07,19:03,宮崎,相模原,4,2,H,いちご
2025,J3,第１５節第１日,2025-06-07,19:03,栃木SC,群馬,0,1,A,カンセキ
2025,J3,第１５節第２日,2025-06-08,13:03,八戸,琉球,1,0,H,プラスタ
2025,J2,第１７節第３日,2025-06-08,14:03,大宮,愛媛,1,1,D,ＮＡＣＫ
2025,J2,第１７節第３日,2025-06-08,14:03,富山,水戸,0,1,A,富山
2025,J3,第１５節第２日,2025-06-08,14:03,栃木Ｃ,北九州,1,0,H,ＣＦＳ
2025,J3,第１５節第２日,2025-06-08,14:03,鳥取,長野,2,0,H,Ａｘｉｓ
2025,J3,第１５節第２日,2025-06-08,14:03,沼津,金沢,3,1,H,愛鷹
2025,J3,第１５節第２日,2025-06-08,14:04,高知,奈良,3,2,H,春野陸
2025,J3,第１６節第１日,2025-06-14,14:05,北九州,沼津,1,0,H,ミクスタ
2025,J3,第１６節第１日,2025-06-14,15:03,奈良,鳥取,1,0,H,ロートＦ
2025,J3,第１６節第１日,2025-06-14,15:03,長野,岐阜,1,2,A,長野Ｕ
2025,J3,第１６節第１日,2025-06-14,17:03,相模原,高知,0,0,D,ギオンス
2025,J1,第２０節第２日,2025-06-14,17:33,湘南,町田,1,2,A,レモンＳ
2025,J1,第２０節第２日,2025-06-14,18:03,横浜FC,川崎Ｆ,0,1,A,ニッパツ
2025,J1,第２０節第２日,2025-06-14,18:03,鹿島,広島,1,1,D,カシマ
2025,J2,第１９節第１日,2025-06-14,18:03,水戸,鳥栖,1,0,H,Ｋｓスタ
2025,J3,第１６節第１日,2025-06-14,18:03,鹿児島,八戸,1,1,D,白波スタ
2025,J3,第１６節第１日,2025-06-14,18:03,琉球,松本,0,3,A,沖縄県陸
2025,J3,第１６節第１日,2025-06-14,18:03,金沢,栃木Ｃ,1,2,A,ゴースタ
2025,J1,第２０節第２日,2025-06-14,19:03,FC東京,Ｃ大阪,2,2,D,味スタ
2025,J3,第１６節第１日,2025-06-14,19:03,宮崎,FC大阪,0,0,D,いちご
2025,J1,第２０節第３日,2025-06-15,14:03,新潟,横浜FM,1,0,H,デンカＳ
2025,J2,第１９節第２日,2025-06-15,14:03,山口,いわき,2,2,D,みらスタ
2025,J2,第１９節第２日,2025-06-15,14:03,富山,藤枝,0,1,A,富山
2025,J2,第１９節第２日,2025-06-15,14:03,札幌,今治,2,2,D,プレド
2025,J2,第１９節第２日,2025-06-15,16:01,山形,仙台,3,4,A,ＮＤスタ
2025,J3,第１６節第２日,2025-06-15,16:03,福島,栃木SC,2,2,D,とうスタ
2025,J2,第１９節第２日,2025-06-15,17:03,長崎,大宮,3,3,D,ピースタ
2025,J2,第１９節第２日,2025-06-15,17:03,磐田,愛媛,4,0,H,エコパ
2025,J1,第２０節第３日,2025-06-15,18:03,神戸,名古屋,2,1,H,ノエスタ
2025,J2,第１９節第２日,2025-06-15,18:03,大分,秋田,1,2,A,クラド
2025,J1,第２０節第３日,2025-06-15,18:04,東京Ｖ,柏,0,3,A,味スタ
2025,J1,第２０節第３日,2025-06-15,18:04,岡山,福岡,0,1,A,ＪＦＥス
2025,J1,第２０節第３日,2025-06-15,18:33,清水,Ｇ大阪,0,0,D,アイスタ
2025,J2,第１９節第２日,2025-06-15,18:33,甲府,熊本,1,1,D,ＪＩＴス
2025,J2,第１９節第２日,2025-06-15,19:03,徳島,千葉,3,3,D,鳴門大塚
2025,J3,第１６節第２日,2025-06-15,19:03,群馬,讃岐,3,3,D,正田スタ
2025,J3,第１７節第１日,2025-06-21,14:03,讃岐,長野,0,1,A,レクザム
2025,J3,第１７節第１日,2025-06-21,14:03,高知,北九州,3,2,H,春野陸
2025,J1,第２１節第１日,2025-06-21,16:03,町田,鹿島,2,1,H,Ｇスタ
2025,J1,第２１節第１日,2025-06-21,16:03,福岡,新潟,3,2,H,ベススタ
2025,J2,第２０節第１日,2025-06-21,16:03,いわき,富山,3,1,H,ハワスタ
2025,J2,第２０節第１日,2025-06-21,18:03,今治,水戸,1,2,A,アシさと
2025,J2,第２０節第１日,2025-06-21,18:03,愛媛,山口,2,0,H,ニンスタ
2025,J3,第１７節第１日,2025-06-21,18:03,奈良,栃木Ｃ,2,1,H,ロートＦ
2025,J3,第１７節第１日,2025-06-21,18:03,松本,鹿児島,1,1,D,サンアル
2025,J3,第１７節第１日,2025-06-21,18:03,沼津,琉球,0,2,A,愛鷹
2025,J3,第１７節第１日,2025-06-21,18:04,金沢,相模原,0,0,D,ゴースタ
2025,J1,第２１節第１日,2025-06-21,18:33,Ｃ大阪,東京Ｖ,2,1,H,ヨドコウ
2025,J1,第２１節第１日,2025-06-21,19:03,川崎Ｆ,神戸,1,2,A,Ｕ等々力
2025,J1,第２１節第１日,2025-06-21,19:03,柏,京都,3,3,D,三協Ｆ柏
2025,J1,第２１節第１日,2025-06-21,19:03,名古屋,清水,1,1,D,豊田ス
2025,J1,第２１節第１日,2025-06-21,19:03,横浜FM,岡山,0,1,A,日産ス
2025,J2,第２０節第１日,2025-06-21,19:03,千葉,磐田,0,1,A,フクアリ
2025,J2,第２０節第１日,2025-06-21,19:03,徳島,大分,2,0,H,鳴門大塚
2025,J2,第２０節第１日,2025-06-21,19:03,藤枝,札幌,1,3,A,藤枝サ
2025,J2,第２０節第１日,2025-06-21,19:03,大宮,鳥栖,0,0,D,ＮＡＣＫ
2025,J3,第１７節第１日,2025-06-21,19:03,鳥取,栃木SC,2,1,H,Ａｘｉｓ
2025,J3,第１７節第１日,2025-06-21,19:03,岐阜,宮崎,2,3,A,長良川
2025,J2,第２０節第２日,2025-06-22,13:39,熊本,長崎,1,3,A,えがおＳ
2025,J3,第１７節第２日,2025-06-22,14:03,八戸,群馬,2,0,H,プラスタ
2025,J2,第２０節第２日,2025-06-22,14:05,秋田,山形,2,3,A,ソユスタ
2025,J3,第１７節第２日,2025-06-22,15:03,FC大阪,福島,7,1,H,花園
2025,J1,第２１節第２日,2025-06-22,18:03,横浜FC,広島,0,4,A,ニッパツ
2025,J2,第２０節第２日,2025-06-22,18:04,仙台,甲府,0,0,D,ユアスタ
2025,J1,第２１節第２日,2025-06-22,18:33,Ｇ大阪,FC東京,2,0,H,パナスタ
2025,J1,第１５節第３日,2025-06-25,19:03,川崎Ｆ,新潟,3,1,H,Ｕ等々力
2025,J1,第１５節第３日,2025-06-25,19:33,横浜FM,FC東京,0,3,A,日産ス
2025,J3,第１８節第１日,2025-06-27,13:03,福島,八戸,0,1,A,とうスタ
2025,J2,第２１節第１日,2025-06-28,14:04,札幌,熊本,3,2,H,プレド
2025,J1,第２２節第２日,2025-06-28,18:03,鹿島,岡山,1,2,A,カシマ
2025,J2,第２１節第１日,2025-06-28,18:03,水戸,徳島,1,1,D,Ｋｓスタ
2025,J2,第２１節第１日,2025-06-28,18:03,富山,千葉,1,0,H,富山
2025,J3,第１８節第２日,2025-06-28,18:03,相模原,沼津,3,1,H,ギオンス
2025,J3,第１８節第２日,2025-06-28,18:03,栃木Ｃ,鹿児島,2,1,H,ＣＦＳ
2025,J3,第１８節第２日,2025-06-28,18:03,北九州,鳥取,1,2,A,ミクスタ
2025,J3,第１８節第２日,2025-06-28,18:03,琉球,岐阜,1,0,H,沖縄県陸
2025,J1,第２２節第２日,2025-06-28,18:33,清水,柏,0,2,A,アイスタ
2025,J2,第２１節第１日,2025-06-28,18:34,甲府,愛媛,0,0,D,ＪＩＴス
2025,J1,第２２節第２日,2025-06-28,19:03,京都,Ｇ大阪,3,1,H,サンガＳ
2025,J1,第２２節第２日,2025-06-28,19:03,広島,名古屋,1,2,A,Ｅピース
2025,J1,第２２節第２日,2025-06-28,19:03,福岡,神戸,0,0,D,ベススタ
2025,J1,第２２節第２日,2025-06-28,19:03,FC東京,横浜FC,2,1,H,味スタ
2025,J1,第２２節第２日,2025-06-28,19:03,湘南,横浜FM,1,1,D,レモンＳ
2025,J2,第２１節第１日,2025-06-28,19:03,鳥栖,いわき,1,0,H,駅スタ
2025,J2,第２１節第１日,2025-06-28,19:03,大分,大宮,0,0,D,クラド
2025,J2,第２１節第１日,2025-06-28,19:03,藤枝,今治,0,0,D,藤枝サ
2025,J2,第２１節第１日,2025-06-28,19:03,山口,秋田,1,1,D,みらスタ
2025,J2,第２１節第１日,2025-06-28,19:03,山形,長崎,1,2,A,ＮＤスタ
2025,J3,第１８節第２日,2025-06-28,19:03,群馬,金沢,0,1,A,正田スタ
2025,J3,第１８節第２日,2025-06-28,19:03,宮崎,讃岐,1,0,H,いちご
2025,J3,第１８節第２日,2025-06-28,19:03,栃木SC,松本,3,1,H,カンセキ
2025,J2,第２１節第１日,2025-06-28,19:33,磐田,仙台,0,1,A,ヤマハ
2025,J1,第２２節第３日,2025-06-29,18:03,新潟,町田,0,4,A,デンカＳ
2025,J1,第２２節第３日,2025-06-29,18:03,東京Ｖ,川崎Ｆ,1,0,H,味スタ
2025,J3,第１８節第３日,2025-06-29,19:03,高知,長野,1,0,H,春野陸
2025,J3,第１８節第４日,2025-06-30,19:03,FC大阪,奈良,1,1,D,花園
2025,J1,第５節第４日,2025-07-02,19:03,神戸,広島,1,0,H,ノエスタ
2025,J2,第２２節第１日,2025-07-05,14:03,札幌,山口,1,0,H,プレド
2025,J1,第２３節第１日,2025-07-05,18:03,町田,清水,3,0,H,Ｇスタ
2025,J2,第２２節第１日,2025-07-05,18:03,長崎,大分,1,0,H,ピースタ
2025,J2,第２２節第１日,2025-07-05,18:03,秋田,水戸,0,2,A,ソユスタ
2025,J3,第１９節第１日,2025-07-05,18:03,奈良,北九州,4,0,H,ロートＦ
2025,J3,第１９節第１日,2025-07-05,18:03,松本,群馬,1,3,A,サンアル
2025,J3,第１９節第１日,2025-07-05,18:03,栃木Ｃ,琉球,3,2,H,ＣＦＳ
2025,J3,第１９節第１日,2025-07-05,18:03,沼津,高知,4,0,H,愛鷹
2025,J3,第１９節第１日,2025-07-05,18:03,金沢,福島,2,1,H,ゴースタ
2025,J3,第１９節第１日,2025-07-05,18:33,八戸,宮崎,2,1,H,プラスタ
2025,J1,第２３節第１日,2025-07-05,19:01,岡山,広島,0,1,A,ＪＦＥス
2025,J1,第２３節第１日,2025-07-05,19:03,柏,FC東京,1,0,H,三協Ｆ柏
2025,J1,第２３節第１日,2025-07-05,19:03,名古屋,東京Ｖ,0,0,D,豊田ス
2025,J1,第２３節第１日,2025-07-05,19:03,神戸,湘南,4,0,H,ノエスタ
2025,J1,第２３節第１日,2025-07-05,19:03,川崎Ｆ,鹿島,2,1,H,Ｕ等々力
2025,J1,第２３節第１日,2025-07-05,19:03,Ｃ大阪,Ｇ大阪,0,1,A,ヨドコウ
2025,J1,第２３節第１日,2025-07-05,19:03,京都,新潟,2,1,H,サンガＳ
2025,J1,第２３節第１日,2025-07-05,19:03,横浜FC,横浜FM,0,1,A,ニッパツ
2025,J2,第２２節第１日,2025-07-05,19:03,千葉,鳥栖,0,2,A,フクアリ
2025,J2,第２２節第１日,2025-07-05,19:03,今治,甲府,2,4,A,アシさと
2025,J2,第２２節第１日,2025-07-05,19:03,徳島,藤枝,0,2,A,鳴門大塚
2025,J2,第２２節第１日,2025-07-05,19:03,仙台,富山,0,1,A,ユアスタ
2025,J2,第２２節第１日,2025-07-05,19:03,大宮,いわき,1,2,A,ＮＡＣＫ
2025,J3,第１９節第１日,2025-07-05,19:03,鳥取,讃岐,1,0,H,Ａｘｉｓ
2025,J3,第１９節第１日,2025-07-05,19:03,鹿児島,栃木SC,1,0,H,白波スタ
2025,J2,第２２節第２日,2025-07-06,18:03,熊本,磐田,2,0,H,えがおＳ
2025,J3,第１９節第２日,2025-07-06,18:03,長野,FC大阪,0,0,D,長野Ｕ
2025,J2,第２２節第２日,2025-07-06,19:03,愛媛,山形,1,3,A,ニンスタ
2025,J3,第１９節第２日,2025-07-06,19:03,岐阜,相模原,1,1,D,長良川
2025,J2,第２３節第１日,2025-07-12,18:03,いわき,長崎,1,1,D,ハワスタ
2025,J2,第２３節第１日,2025-07-12,18:03,水戸,富山,3,0,H,Ｋｓスタ
2025,J2,第２３節第１日,2025-07-12,18:03,秋田,熊本,3,2,H,ソユスタ
2025,J3,第２０節第１日,2025-07-12,18:03,讃岐,栃木SC,4,1,H,ピカスタ
2025,J3,第２０節第１日,2025-07-12,18:03,沼津,鹿児島,0,0,D,愛鷹
2025,J3,第２０節第１日,2025-07-12,18:03,相模原,福島,0,1,A,ギオンス
2025,J3,第２０節第１日,2025-07-12,18:03,FC大阪,宮崎,0,0,D,花園
2025,J3,第２０節第１日,2025-07-12,18:03,高知,金沢,1,1,D,春野陸
2025,J3,第２０節第１日,2025-07-12,18:04,松本,奈良,3,0,H,サンアル
2025,J3,第２０節第１日,2025-07-12,18:04,北九州,栃木Ｃ,1,3,A,ミクスタ
2025,J2,第２３節第１日,2025-07-12,18:08,今治,愛媛,1,0,H,アシさと
2025,J3,第２０節第１日,2025-07-12,18:33,八戸,岐阜,5,1,H,プラスタ
2025,J2,第２３節第１日,2025-07-12,18:34,甲府,大宮,1,0,H,ＪＩＴス
2025,J2,第２３節第１日,2025-07-12,19:03,山口,徳島,0,0,D,みらスタ
2025,J2,第２３節第１日,2025-07-12,19:03,藤枝,仙台,1,1,D,藤枝サ
2025,J2,第２３節第１日,2025-07-12,19:03,鳥栖,大分,2,1,H,駅スタ
2025,J2,第２３節第１日,2025-07-12,19:03,山形,千葉,0,1,A,ＮＤスタ
2025,J3,第２０節第１日,2025-07-12,19:03,琉球,鳥取,1,0,H,沖縄県陸
2025,J3,第２０節第１日,2025-07-12,19:03,群馬,長野,0,0,D,正田スタ
2025,J2,第２３節第１日,2025-07-12,19:33,磐田,札幌,5,1,H,ヤマハ
2025,J3,第２１節第１日,2025-07-19,18:03,讃岐,高知,1,2,A,ピカスタ
2025,J3,第２１節第１日,2025-07-19,18:03,栃木Ｃ,群馬,1,1,D,ＣＦＳ
2025,J3,第２１節第１日,2025-07-19,18:04,長野,松本,1,0,H,長野Ｕ
2025,J1,第２４節第１日,2025-07-19,19:03,FC東京,浦和,3,2,H,味スタ
2025,J1,第２４節第１日,2025-07-19,19:03,湘南,Ｃ大阪,3,3,D,レモンＳ
2025,J3,第２１節第１日,2025-07-19,19:03,鳥取,沼津,4,3,H,Ａｘｉｓ
2025,J3,第２１節第１日,2025-07-19,19:03,金沢,八戸,0,1,A,ゴースタ
2025,J1,第２４節第２日,2025-07-20,18:03,東京Ｖ,町田,0,1,A,味スタ
2025,J1,第２４節第２日,2025-07-20,18:03,鹿島,柏,3,2,H,メルスタ
2025,J3,第２１節第２日,2025-07-20,18:03,福島,琉球,3,3,D,とうスタ
2025,J1,第２４節第２日,2025-07-20,18:33,清水,横浜FC,2,0,H,アイスタ
2025,J1,第２４節第２日,2025-07-20,19:03,Ｇ大阪,川崎Ｆ,2,1,H,パナスタ
2025,J1,第２４節第２日,2025-07-20,19:03,新潟,広島,0,2,A,デンカＳ
2025,J1,第２４節第２日,2025-07-20,19:03,横浜FM,名古屋,3,0,H,日産ス
2025,J1,第２４節第２日,2025-07-20,19:03,岡山,神戸,1,2,A,ＪＦＥス
2025,J3,第２１節第２日,2025-07-20,19:03,栃木SC,相模原,1,2,A,カンセキ
2025,J1,第２４節第３日,2025-07-21,18:03,福岡,京都,2,2,D,ベススタ
2025,J3,第２１節第３日,2025-07-21,19:03,鹿児島,FC大阪,2,1,H,白波スタ
2025,J3,第２１節第３日,2025-07-21,19:03,宮崎,北九州,1,3,A,クロスタ
2025,J3,第２１節第３日,2025-07-21,19:03,岐阜,奈良,1,1,D,長良川
2025,J1,第２１節第３日,2025-07-23,19:33,浦和,湘南,4,1,H,埼玉
2025,J3,第２２節第１日,2025-07-26,18:03,琉球,長野,2,0,H,沖縄県陸
2025,J3,第２２節第１日,2025-07-26,18:03,奈良,金沢,2,1,H,ロートＦ
2025,J3,第２２節第１日,2025-07-26,18:03,栃木Ｃ,栃木SC,0,1,A,ＣＦＳ
2025,J3,第２２節第１日,2025-07-26,18:03,高知,福島,1,0,H,春野陸
2025,J3,第２２節第１日,2025-07-26,18:03,松本,岐阜,1,0,H,サンアル
2025,J3,第２２節第１日,2025-07-26,18:03,FC大阪,讃岐,2,1,H,花園
2025,J3,第２２節第１日,2025-07-26,18:03,沼津,北九州,1,3,A,愛鷹
2025,J3,第２２節第１日,2025-07-26,18:04,相模原,宮崎,1,0,H,ギオンス
2025,J3,第２２節第１日,2025-07-26,18:33,八戸,鳥取,3,2,H,プラスタ
2025,J3,第２２節第１日,2025-07-26,19:03,群馬,鹿児島,2,3,A,正田スタ
2025,J1,第２３節第２日,2025-07-27,19:03,浦和,福岡,0,0,D,埼玉
2025,J2,第２４節第１日,2025-08-02,14:04,札幌,鳥栖,1,0,H,プレド
2025,J2,第２４節第１日,2025-08-02,18:04,富山,大宮,0,2,A,富山
2025,J2,第２４節第１日,2025-08-02,18:04,長崎,仙台,0,0,D,ピースタ
2025,J2,第２４節第１日,2025-08-02,18:33,甲府,山形,1,3,A,ＪＩＴス
2025,J2,第２４節第１日,2025-08-02,19:03,大分,今治,0,1,A,クラド
2025,J2,第２４節第１日,2025-08-02,19:03,千葉,いわき,2,2,D,フクアリ
2025,J2,第２４節第１日,2025-08-02,19:03,藤枝,山口,2,2,D,藤枝サ
